NAME;STUSAB;INTPTLAT;INTPTLON
Fayette;AL;33.7161568;-87.7642923
Mayagüez;PR;18.1641255;-67.8933331
Salinas;PR;17.9714853;-66.2622515
Brule;SD;43.7298732;-99.092909
Butler;PA;40.9138467;-79.9189776
Scott;MO;37.0477927;-89.5680975
Lee;IL;41.7474465;-89.2993616
Comal;TX;29.8054913;-98.260544
Cayuga;NY;43.0085456;-76.5745866
Sherman;KS;39.3513521;-101.719859
Wayne;OH;40.8296612;-81.8871942
Monterey;CA;36.240107;-121.3155723
Henry;IN;39.9295911;-85.3973629
Martin;KY;37.796774;-82.5066231
Owsley;KY;37.4236223;-83.691637
Millard;UT;38.9567436;-113.133092
Liberty;MT;48.5596541;-111.0369242
Andrew;MO;39.9888628;-94.8035511
Preston;WV;39.4690296;-79.6688649
Waupaca;WI;44.4780043;-88.9670053
Pinellas;FL;27.9031078;-82.7395188
Watauga;NC;36.2353679;-81.7098875
Hardy;WV;39.0113612;-78.8417292
Macon;TN;36.5377572;-86.0009596
Shawnee;KS;39.0418053;-95.755664
Real;TX;29.8300967;-99.812549
Clay;SD;42.9161495;-96.980468
Barbour;WV;39.1397248;-79.9969466
Van Buren;TN;35.6992335;-85.4584092
Appanoose;IA;40.7442964;-92.873061
St. Landry;LA;30.5834409;-91.9892745
Ontario;NY;42.8563575;-77.3034967
Love;OK;33.9578039;-97.2450928
Hillsdale;MI;41.9274606;-84.6374794
Antelope;NE;42.1832253;-98.0580367
Pulaski;IN;41.0452718;-86.6925383
Craven;NC;35.1168292;-77.0813197
Brown;IN;39.1951133;-86.2301205
Archuleta;CO;37.2023952;-107.0508634
Carbon;PA;40.9183666;-75.7050387
Unicoi;TN;36.1001287;-82.4182181
Spartanburg;SC;34.9332708;-81.9910522
Josephine;OR;42.3869829;-123.5716197
Fayette;IL;39.0011246;-89.0179232
Wayne;GA;31.5478449;-81.9123763
Chelan;WA;47.8609739;-120.619041
Polk;NC;35.2779011;-82.1676211
Fayette;PA;39.9189072;-79.6401194
Añasco;PR;18.2869054;-67.1312824
Smith;KS;39.7846603;-98.7854295
De Soto;LA;32.0592476;-93.7407968
Ferry;WA;48.4732563;-118.5335894
Catawba;NC;35.6618826;-81.2149057
Caddo;LA;32.5771951;-93.8824228
Macon;NC;35.1529593;-83.421901
Hickman;KY;36.675896;-88.9720844
LaSalle;IL;41.3433407;-88.8859312
Racine;WI;42.7541215;-87.4208775
Lake;CO;39.2053405;-106.350079
Santa Clara;CA;37.2206954;-121.6905097
Charleston;SC;32.8004582;-79.94248
Clinton;OH;39.4302248;-83.7956823
Rio Grande;CO;37.4858534;-106.453128
Union;NC;34.9918204;-80.5304264
Woodruff;AR;35.1927768;-91.2445353
Judith Basin;MT;47.032558;-110.30532
Toa Baja;PR;18.45691;-66.1931933
Rio Arriba;NM;36.5096687;-106.6939829
Marquette;WI;43.8260529;-89.4090953
San Juan;WA;48.5071904;-123.1037693
Gilpin;CO;39.8611555;-105.5288778
Berkeley;WV;39.4479382;-78.0377535
Jenkins;GA;32.7945631;-81.9715244
Suwannee;FL;30.1892438;-82.9927542
Arroyo;PR;17.9720599;-66.0419453
Jennings;IN;38.9962289;-85.628103
Columbia;NY;42.2477288;-73.6268057
Owyhee;ID;42.5728508;-116.1896903
Hamlin;SD;44.6806187;-97.178598
Raleigh;WV;37.7624694;-81.2646719
Cass;MI;41.9172431;-86.000142
Neshoba;MS;32.752518;-89.1192743
Peoria;IL;40.7859722;-89.7669933
Morrison;MN;46.0204839;-94.2666194
McIntosh;OK;35.3691078;-95.6717865
Louisa;IA;41.2182111;-91.2569936
Fulton;NY;43.1156093;-74.4236782
St. Mary;LA;29.6293488;-91.4638037
Brown;MN;44.2465415;-94.7336472
Woodford;KY;38.0431027;-84.7488546
Teton;WY;44.048662;-110.426087
Morton;ND;46.7108188;-101.2982647
Buncombe;NC;35.6093706;-82.5304234
Wilbarger;TX;34.0849199;-99.2424397
Martin;NC;35.8473006;-77.1196022
Parke;IN;39.7742496;-87.1969502
Bremer;IA;42.7808946;-92.3273559
Morris;TX;33.116466;-94.7312653
Addison;VT;44.0312479;-73.1415807
St. Clair;MO;38.0422304;-93.7765602
Lincoln;ID;42.9861805;-114.1538989
Decatur;TN;35.6031362;-88.1102917
Hettinger;ND;46.4357038;-102.454238
Swains Island;AS;-11.0544359;-171.0690136
Lawrence;IN;38.8398148;-86.4878198
Metcalfe;KY;36.9924298;-85.6334564
Pemiscot;MO;36.2099162;-89.7859419
Mason;TX;30.7039159;-99.2373018
Wayne;WV;38.1436416;-82.4226659
Walton;FL;30.6312106;-86.1766139
Marquette;MI;46.6565964;-87.5840278
Boyd;NE;42.8944477;-98.7730221
Scott;KY;38.2857099;-84.5783405
Campbell;TN;36.4015922;-84.1592495
La Plata;CO;37.2873673;-107.8397178
Alger;MI;47.0800765;-86.5641076
Hormigueros;PR;18.1346949;-67.1161994
Lawrence;MO;37.1065898;-93.8305507
Sargent;ND;46.1082035;-97.6300507
Coles;IL;39.5136797;-88.220782
Pope;MN;45.5896228;-95.4467052
Essex;VA;37.9394802;-76.9418713
San Miguel;NM;35.4768585;-104.8035189
Iron;MI;46.1702542;-88.5405261
Van Buren;AR;35.5829532;-92.5159757
Logan;OH;40.3875532;-83.766343
Osage;KS;38.6502149;-95.7082554
Houston;TX;31.3230362;-95.4215995
Choctaw;MS;33.3459638;-89.2513319
Gallatin;IL;37.7686768;-88.2279642
Lawrence;OH;38.6038659;-82.5171856
Barry;MI;42.5828109;-85.3145503
Stokes;NC;36.3935052;-80.2662145
Pickaway;OH;39.648947;-83.0528267
Logan;ND;46.469278;-99.5045846
Douglas;IL;39.766078;-88.2228656
Izard;AR;36.0948792;-91.9136252
Cole;MO;38.5032331;-92.2800271
Ralls;MO;39.5534554;-91.5247867
Franklin;TX;33.1758457;-95.2190662
Early;GA;31.3241906;-84.9067225
Newton;MS;32.4019702;-89.1184115
Jefferson;NY;43.996389;-76.0529678
Tallahatchie;MS;33.9545292;-90.1722434
Doña Ana;NM;32.349919;-106.8349684
Langlade;WI;45.2623814;-89.0677254
Buena Vista;IA;42.7415219;-95.1414324
Sumter;GA;32.0422659;-84.2042935
Tillamook;OR;45.4558895;-123.7592988
Midland;TX;31.8142693;-102.0024538
Harrisonburg;VA;38.4362547;-78.8733028
Hancock;KY;37.8433252;-86.7927612
Brown;SD;45.5892542;-98.3521746
Douglas;KS;38.8964168;-95.2909475
Falls;TX;31.2519298;-96.9341275
Houston;TN;36.2857824;-87.7055983
Grayson;VA;36.6522288;-81.215324
Coconino;AZ;35.8296919;-111.7737277
Jackson;OH;39.0134773;-82.614142
Macon;AL;32.3870267;-85.692887
Douglas;OR;43.2863277;-123.154476
Waldo;ME;44.5058342;-69.1389521
Neosho;KS;37.5642832;-95.3156822
Greenup;KY;38.5635616;-82.9338199
Henderson;KY;37.7925421;-87.5725767
Corozal;PR;18.3039098;-66.3261795
Washita;OK;35.2894967;-98.9914359
Queen Anne's;MD;39.0406929;-76.0824053
Brown;KS;39.8259308;-95.5699047
Orocovis;PR;18.2187334;-66.4368987
Greene;TN;36.1794867;-82.8475235
Pembina;ND;48.7668959;-97.5454045
Riverside;CA;33.7298275;-116.0022389
Story;IA;42.0375379;-93.4660934
Randolph;IL;38.0565149;-89.8212096
Banks;GA;34.3519216;-83.4984409
Gilliam;OR;45.43059;-120.319901
Grimes;TX;30.5432314;-95.988082
Wagoner;OK;35.9634785;-95.5140982
Elbert;GA;34.116413;-82.8419087
Hardin;TN;35.2018926;-88.1856958
Dooly;GA;32.1519954;-83.807167
Rhea;TN;35.60059;-84.9495484
Young;TX;33.1587778;-98.6783895
Archer;TX;33.6163054;-98.6872669
Athens;OH;39.3326037;-82.0458439
Oglethorpe;GA;33.8668062;-83.0740805
Lee;IA;40.6475875;-91.4771574
Emmet;MI;45.5900944;-84.9868217
Le Flore;OK;34.8973562;-94.6950743
Buffalo;SD;44.0443062;-99.2039983
Dewey;OK;35.9779598;-99.014385
Montour;PA;41.0292837;-76.6652253
Genesee;NY;43.0009096;-78.1927784
York;NE;40.8730557;-97.5967418
Simpson;KY;36.7409366;-86.5817934
Grant;AR;34.2855683;-92.4229794
Franklin;MS;31.4777726;-90.8954573
Potter;PA;41.7485866;-77.8944358
Kingfisher;OK;35.9494357;-97.9345565
Hennepin;MN;45.0061209;-93.4752279
Christian;IL;39.5455242;-89.2795927
Osceola;MI;43.9975523;-85.3222825
Campbell;VA;37.2101515;-79.0954282
Iron;UT;37.9093044;-113.3067405
Butte;SD;44.8962264;-103.5014361
Petersburg;VA;37.2047302;-77.3923681
Bibb;GA;32.8088446;-83.6941941
Curry;OR;42.4664387;-124.2109292
San Mateo;CA;37.4146725;-122.3715457
Whitman;WA;46.9059441;-117.5353898
Vernon;MO;37.8501957;-94.3415972
Elbert;CO;39.3151572;-104.1140759
Rains;TX;32.8705795;-95.79544
Grant;KS;37.547537;-101.2993622
Big Stone;MN;45.4199252;-96.4022263
Garrard;KY;37.6301619;-84.5458557
Johnson;KY;37.8477561;-82.8301215
Beaverhead;MT;45.1338633;-112.8928694
Las Piedras;PR;18.1871483;-65.871189
Rich;UT;41.6275976;-111.2402269
Hernando;FL;28.5730426;-82.4662272
Bandera;TX;29.756389;-99.2482849
Sweet Grass;MT;45.8112917;-109.944796
Washington;MS;33.273174;-90.9444459
Clinton;IA;41.8980732;-90.5342431
San Juan;PR;18.4222485;-66.0690807
McPherson;KS;38.395812;-97.6474893
Lee;AL;32.6040644;-85.3530477
Barnes;ND;46.94255;-98.0701946
Grant;LA;31.5977873;-92.5617156
Olmsted;MN;43.9994987;-92.4100985
Perry;PA;40.3977795;-77.2663284
Summit;CO;39.6210227;-106.1375545
Paulding;GA;33.9210299;-84.8671693
Crawford;GA;32.7094283;-83.9791874
Richmond;NC;35.004636;-79.7556946
Lincoln;AR;33.957675;-91.7276258
Meriwether;GA;33.0292666;-84.6670579
Coryell;TX;31.3911774;-97.7980223
Adair;IA;41.3285283;-94.4781643
Broomfield;CO;39.9535933;-105.0507868
Manatee;FL;27.4816825;-82.3687669
Pasquotank;NC;36.265199;-76.2606906
Fulton;PA;39.9107505;-78.1226171
Iroquois;IL;40.7488665;-87.833601
Poweshiek;IA;41.6845262;-92.5228819
Limestone;AL;34.8102387;-86.9813995
Patrick;VA;36.6671385;-80.286413
LaMoure;ND;46.4641952;-98.5260571
Mendocino;CA;39.4323876;-123.4428811
Caldwell;TX;29.8323986;-97.628141
Goodhue;MN;44.4061779;-92.7160003
Swain;NC;35.5688491;-83.4656136
Malheur;OR;43.1886252;-117.6031915
Harding;NM;35.8585157;-103.8479245
Clarke;MS;32.0453738;-88.6879756
Dewey;SD;45.148049;-100.8379534
Pickens;SC;34.8853677;-82.7233774
Clinton;IN;40.305944;-86.4775665
Atkinson;GA;31.2968056;-82.8781511
Bayamón;PR;18.3507217;-66.1677473
New Kent;VA;37.510158;-76.9993262
Galveston;TX;29.233453;-94.8884558
Stark;OH;40.8141314;-81.3656673
Kane;IL;41.9395938;-88.4280395
Kershaw;SC;34.3383561;-80.5908847
Logan;KY;36.859607;-86.8812881
Butler;KY;37.2070133;-86.6824707
Wheeler;GA;32.105258;-82.7338492
Columbia;OR;45.941932;-123.081079
Duplin;NC;34.9344033;-77.9335434
Avoyelles;LA;31.088503;-91.9832748
Sheridan;NE;42.5122888;-102.3682795
Pierce;GA;31.353998;-82.2103703
Keokuk;IA;41.3311823;-92.1677213
Baxter;AR;36.2802684;-92.3299488
Providence;RI;41.8697678;-71.5786246
Emanuel;GA;32.5910995;-82.2997628
Sarpy;NE;41.1150635;-96.1091254
Colquitt;GA;31.1897075;-83.769773
Shelby;IL;39.3849258;-88.7988615
Gila;AZ;33.7896177;-110.8118696
Greene;MS;31.2128455;-88.6348108
Barron;WI;45.4371917;-91.8528921
Putnam;FL;29.5938964;-81.7320389
Calhoun;MI;42.2429896;-85.0123853
Morris;KS;38.688204;-96.6514482
Matanuska-Susitna;AK;62.2790939;-149.6190939
Jackson;MO;39.0053359;-94.3431655
Montague;TX;33.6783558;-97.7250138
Clarke;VA;39.1153068;-77.9907479
Wayne;MS;31.642503;-88.678214
Plymouth;IA;42.7375854;-96.2158638
Storey;NV;39.4383853;-119.5246462
Winston;MS;33.0787236;-89.0373913
Humphreys;MS;33.1309962;-90.5234209
Hampton;SC;32.7783341;-81.1438217
Lowndes;GA;30.833145;-83.2689952
Milam;TX;30.791242;-96.9843946
Amelia;VA;37.3319271;-77.9774619
Randolph;GA;31.762651;-84.7523108
Runnels;TX;31.8451193;-99.9827145
Boone;IN;40.0508916;-86.4690137
Pawnee;OK;36.3137038;-96.6966693
Brown;WI;44.4740244;-87.9961303
Monroe;IL;38.2779831;-90.1790777
Wayne;NC;35.3541896;-78.0086695
Auglaize;OH;40.561309;-84.2240177
Queens;NY;40.6585662;-73.8380168
Jefferson;MO;38.2576296;-90.5436807
Niagara;NY;43.4567309;-78.7921425
Fall River;SD;43.2216189;-103.5126087
Greene;IA;42.042494;-94.3887028
Edmunds;SD;45.4116802;-99.205362
Jackson;IN;38.9119571;-86.0425161
Allegheny;PA;40.4697574;-79.9804515
Stutsman;ND;46.9722235;-98.9561228
Tama;IA;42.074848;-92.5294115
Nassau;FL;30.6059629;-81.7650867
Cherokee;GA;34.2443166;-84.4750574
Scotland;MO;40.4476855;-92.1428235
Howard;NE;41.2168513;-98.5133417
Price;WI;45.6790725;-90.3596497
Hodgeman;KS;38.0874927;-99.8984067
Hancock;ME;44.5649063;-68.3707034
Richland;SC;34.0290952;-80.8980371
Gooding;ID;42.9731849;-114.8214203
Chowan;NC;36.128979;-76.6027521
Baca;CO;37.3097802;-102.5437412
Bosque;TX;31.9008189;-97.6376407
Carroll;IL;42.0709;-89.9241894
Red Lake;MN;47.8654866;-96.08718
Susquehanna;PA;41.8196651;-75.8009686
Delaware;NY;42.1939865;-74.9667281
Lancaster;PA;40.0419921;-76.250198
St. Louis;MO;38.6356988;-90.2445816
Greenwood;KS;37.8793472;-96.2417321
Wabash;IN;40.8437475;-85.7951915
Cache;UT;41.7341174;-111.7453987
Pierce;WI;44.7253365;-92.4262793
Polk;GA;33.9960153;-85.1883384
Johnson;MO;38.741528;-93.8118634
Baltimore;MD;39.3000324;-76.6104761
Jefferson;TX;29.8539997;-94.1493306
Maries;MO;38.1626154;-91.923601
Greeley;NE;41.5675715;-98.5305655
Hamilton;IN;40.053507;-86.0217126
Lowndes;MS;33.4714237;-88.4397227
Fulton;IL;40.4652401;-90.2022689
Burleigh;ND;46.9788291;-100.4695326
Trumbull;OH;41.3063744;-80.7703998
San Miguel;CO;38.009319;-108.4272635
Marshall;WV;39.8544259;-80.6717944
Erath;TX;32.2366609;-98.2205073
Marion;OR;44.9008984;-122.5762602
Aransas;TX;28.1226209;-96.9675012
Greer;OK;34.9338533;-99.5529675
Mineral;WV;39.4047806;-78.9566899
Washington;IL;38.3531405;-89.4171873
Scott;AR;34.8588693;-94.0636413
Labette;KS;37.1914676;-95.2974732
Jackson;TN;36.3542499;-85.6741278
Lake;FL;28.7641128;-81.7122822
Porter;IN;41.5099144;-87.0713128
Hocking;OH;39.4903424;-82.4834473
Miami;OH;40.0533257;-84.2284135
Manu'a;AS;-14.2196936;-169.5073268
Lyon;MN;44.4091953;-95.8472678
Greene;IN;39.0471466;-87.0047712
Lexington;SC;33.8994765;-81.2662769
Haakon;SD;44.282881;-101.5954424
Clayton;IA;42.8409849;-91.3235764
St. Martin;LA;30.1214329;-91.6114814
Lincoln;CO;38.9937401;-103.5075545
Ouachita;AR;33.5911684;-92.8784131
Kay;OK;36.8148851;-97.1438616
Mitchell;KS;39.3930256;-98.2073621
Tucker;WV;39.1111751;-79.5599678
Clay;WV;38.4598259;-81.0818663
Vigo;IN;39.4291426;-87.3903754
Ashland;OH;40.843273;-82.2701271
Eddy;NM;32.4578347;-104.3064338
McPherson;NE;41.6484137;-101.1208507
Sawyer;WI;45.8649127;-91.1471302
Hudson;NJ;40.7313751;-74.0786014
Sterling;TX;31.8357735;-101.0549114
Eureka;NV;39.9777878;-116.2722082
Curry;NM;34.5729841;-103.3460546
Carroll;VA;36.7319632;-80.7278307
Holt;MO;40.095724;-95.2190716
Lipscomb;TX;36.2801998;-100.2726827
Boyle;KY;37.6181043;-84.8683523
Polk;WI;45.4620407;-92.447066
Crawford;MO;37.9665605;-91.3139328
Boone;KY;38.9589002;-84.7363707
Logan;NE;41.5421555;-100.4436647
Benton;MN;45.7012249;-94.0014397
Scotland;NC;34.8400226;-79.4773366
Moultrie;IL;39.6368956;-88.6257259
Jefferson;FL;30.4245577;-83.8908594
Navarro;TX;32.048448;-96.4769087
San Juan;NM;36.5116245;-108.3245778
Tazewell;IL;40.5080743;-89.5162598
Geneva;AL;31.0923822;-85.8210224
Delaware;IA;42.4729373;-91.3667667
Hamilton;FL;30.4911868;-82.9510714
Hancock;MS;30.3916415;-89.4827905
Saunders;NE;41.2233882;-96.6420968
Cattaraugus;NY;42.2390986;-78.662332
Knox;KY;36.8885003;-83.8555508
Garfield;WA;46.4294779;-117.5367111
Oconee;SC;34.7487656;-83.0615395
Pennington;SD;44.0023492;-102.8238015
Warren;IL;40.8504412;-90.6202228
Madison;AL;34.7642377;-86.5510802
Camp;TX;32.9745813;-94.979085
Page;IA;40.7390902;-95.1442898
Onslow;NC;34.7631087;-77.4994691
Grainger;TN;36.2775091;-83.5095458
Carlton;MN;46.6038184;-92.6710435
Cumberland;KY;36.7823717;-85.3884841
Pulaski;IL;37.2156152;-89.1277549
Madison;IL;38.8271195;-89.9002267
Wilson;KS;37.5585146;-95.7451749
Natchitoches;LA;31.7325509;-93.0826114
Page;VA;38.6232085;-78.4918718
Limestone;TX;31.5475427;-96.593623
Iowa;IA;41.6839184;-92.0591226
Westmoreland;VA;38.109311;-76.8039326
Uvalde;TX;29.3503081;-99.768427
Emmet;IA;43.3779844;-94.6693702
Wake;NC;35.7898464;-78.650624
Lincoln;NV;37.634605;-114.8630367
Monroe;MI;41.916097;-83.4871059
Hyde;SD;44.5371743;-99.4727359
Madison;GA;34.1285257;-83.2037373
Tishomingo;MS;34.7376972;-88.236064
Lincoln;WI;45.3384167;-89.7423088
Franklin;NY;44.5943758;-74.31067
Lee;MS;34.2923703;-88.6824388
Harper;KS;37.188184;-98.0665901
Monona;IA;42.0494317;-95.9565661
Washington;NE;41.5339726;-96.2245771
Washington;KS;39.7767142;-97.0956108
Shannon;MO;37.1524984;-91.3913284
Renville;MN;44.7236969;-94.9556169
Quay;NM;35.1070184;-103.5480713
Washington;FL;30.6022166;-85.6627968
Castro;TX;34.5336207;-102.2587856
Clark;KY;37.9703141;-84.1451152
Allegan;MI;42.5957875;-86.6347446
Nicollet;MN;44.3588204;-94.2456844
Marinette;WI;45.3468989;-87.991198
Essex;MA;42.6427082;-70.8649085
Grant;WI;42.8700275;-90.6942288
San Sebastián;PR;18.3314222;-66.9706926
Rockland;NY;41.1546276;-74.0246616
Marion;AR;36.2666636;-92.6785765
Swift;MN;45.2758101;-95.6901243
Carroll;MO;39.4273754;-93.5002266
Union;SD;42.8311064;-96.6508287
Goliad;TX;28.6607;-97.4304145
Dent;MO;37.6030721;-91.4897172
Culpeper;VA;38.4859303;-77.9564758
Madison;TN;35.6060563;-88.8334238
Loup;NE;41.9031834;-99.5098521
Walthall;MS;31.164492;-90.1034306
Calhoun;SC;33.6747804;-80.7803468
Venango;PA;41.4007143;-79.7658126
Shelby;OH;40.3366802;-84.2041425
Covington;AL;31.2439873;-86.4487206
Marshall;SD;45.7370443;-97.5808695
Las Animas;CO;37.3188308;-104.0441103
Mingo;WV;37.7211608;-82.1589891
San Luis Obispo;CA;35.3852242;-120.4475445
Carver;MN;44.8213196;-93.8000913
Mercer;NJ;40.2825026;-74.703724
Charlotte;FL;26.8689745;-81.9412782
De Baca;NM;34.3592729;-104.3686961
Union;LA;32.8293486;-92.3756501
Hampshire;MA;42.3394593;-72.6636936
Canadian;OK;35.5433544;-97.9798891
Butler;OH;39.4397469;-84.5657341
Clackamas;OR;45.1604934;-122.1951274
Benton;IN;40.6009394;-87.3147862
Wabash;IL;38.4458209;-87.8391674
Clatsop;OR;46.0245094;-123.7050366
Carroll;IA;42.039492;-94.8676471
Hendry;FL;26.539967;-81.1521142
Rosebud;MT;46.1732331;-106.6667462
Newaygo;MI;43.5627117;-85.7913723
Ellis;KS;38.9145967;-99.3173133
Keya Paha;NE;42.8754803;-99.7183514
Smith;TN;36.2566451;-85.9419149
Floyd;VA;36.9314331;-80.3502662
Harris;GA;32.7315494;-84.912432
McMullen;TX;28.384922;-98.5788529
Essex;NY;44.1096005;-73.7784307
Prowers;CO;37.9581814;-102.3921613
Pike;OH;39.0713413;-83.0529107
Wilcox;AL;31.9900824;-87.3049349
New Castle;DE;39.5759152;-75.6441324
Rush;KS;38.5235962;-99.3091835
Montgomery;IN;40.0402962;-86.8927145
District of Columbia;DC;38.9042474;-77.0165167
Franklin;KS;38.5580187;-95.2789618
Jackson;WV;38.8342339;-81.6777168
Habersham;GA;34.6343924;-83.5258749
Marin;CA;38.0518169;-122.7459738
Rusk;TX;32.1094232;-94.7563823
Chattahoochee;GA;32.3474454;-84.7880206
Benewah;ID;47.2184513;-116.6335414
Berrien;GA;31.2886522;-83.2278695
Roscommon;MI;44.3395168;-84.6112715
Carter;OK;34.2518484;-97.2879273
Taos;NM;36.5765287;-105.6379865
Escambia;AL;31.1222867;-87.1684097
Grant;NM;32.732087;-108.3815043
Ottawa;OH;41.5454953;-83.0126127
Atoka;OK;34.3924691;-96.0365577
Okmulgee;OK;35.6435003;-95.9659468
Sheridan;ND;47.5813594;-100.3309858
Lares;PR;18.2771024;-66.8696454
Ozaukee;WI;43.3607524;-87.4993036
Sheboygan;WI;43.741232;-87.7315164
Douglas;NV;38.9051292;-119.6090191
Pasco;FL;28.3077107;-82.4648324
Carbon;WY;41.7035904;-106.9331526
Clarke;GA;33.9521852;-83.3671522
Jasper;GA;33.3169807;-83.6891515
Lackawanna;PA;41.4402841;-75.6096661
Duval;FL;30.3352449;-81.6481132
Yell;AR;34.9977133;-93.4083032
Boone;NE;41.7039345;-98.0704764
Lenoir;NC;35.2400677;-77.6355095
Madison;NE;41.9099293;-97.6068564
Wayne;IL;38.4318573;-88.4324302
Cabo Rojo;PR;18.0088725;-67.2098839
Charles City;VA;37.3610537;-77.05417
Bent;CO;37.9318907;-103.0775841
Franklin;AR;35.5085579;-93.8876647
Plaquemines;LA;29.282447;-89.5760676
Adams;WI;43.9737568;-89.7672276
Sumter;SC;33.9161395;-80.3823757
Bay;FL;30.2382176;-85.6316798
Pike;KY;37.4860314;-82.410912
Oxford;ME;44.4944998;-70.7344211
Smith;MS;32.019029;-89.4948763
Barber;KS;37.2229059;-98.685052
St. Tammany;LA;30.4100224;-89.9519622
St. Lucie;FL;27.3798137;-80.4435357
Marshall;KY;36.882017;-88.3327524
Mifflin;PA;40.6016153;-77.6518322
Rawlins;KS;39.7861975;-101.0767378
Baker;FL;30.3244416;-82.3022838
Hansford;TX;36.2728469;-101.3569304
Chambers;TX;29.6963741;-94.6694454
Lewis;ID;46.2363277;-116.42376
Greene;GA;33.5767403;-83.1666127
Stevens;MN;45.5934609;-95.9923146
McDowell;NC;35.6822711;-82.0480438
Larue;KY;37.5444624;-85.6968413
Potter;SD;45.0527131;-99.9620034
Towner;ND;48.6821831;-99.2481583
Hamilton;OH;39.1969272;-84.5441868
Stafford;KS;38.0356303;-98.7198888
Uintah;UT;40.1258872;-109.5177482
Appomattox;VA;37.3707253;-78.8109404
Madison;AR;36.0125452;-93.7240531
Rowan;KY;38.2042659;-83.4280787
Montgomery;KS;37.1895369;-95.7424028
Sevier;TN;35.7953454;-83.5184957
Santa Cruz;AZ;31.525733;-110.8452278
Henry;IA;40.9848025;-91.5472594
Macon;MO;39.829795;-92.56434
Hand;SD;44.5467133;-99.0045751
Letcher;KY;37.1185357;-82.8612507
Rolette;ND;48.7682715;-99.8404634
Franklin;KY;38.234919;-84.8687863
Calhoun;WV;38.8441591;-81.1154775
Chicot;AR;33.2671393;-91.2971578
Jackson;GA;34.1309052;-83.5625568
Gunnison;CO;38.6704993;-107.0568798
Thayer;NE;40.1738446;-97.5962626
Reno;KS;37.9481849;-98.0783463
Hampton;VA;37.0479606;-76.2972931
Coshocton;OH;40.2967096;-81.9301092
Hoonah-Angoon;AK;58.2534617;-136.3207314
Rose Island;AS;-14.5365298;-168.1512918
Orleans;VT;44.8284417;-72.25163
Webster;KY;37.5194599;-87.6847902
Orange;TX;30.1223229;-93.8940999
Portage;OH;41.1689703;-81.1969618
Jim Hogg;TX;27.0532308;-98.7475708
DeKalb;GA;33.7706611;-84.2263432
Hidalgo;TX;26.3963839;-98.18099
Morrow;OR;45.4254956;-119.6023111
Todd;MN;46.0665694;-94.9005758
Madison;ID;43.788614;-111.6569925
Adair;KY;37.1055589;-85.2813796
Northwest Arctic;AK;67.0050655;-160.0210864
Harper;OK;36.8003504;-99.6628052
Issaquena;MS;32.7555393;-91.0035351
Lamar;TX;33.6672628;-95.5703477
Covington;VA;37.7810603;-79.9854337
Pinal;AZ;32.9185209;-111.3663396
Dorado;PR;18.4743757;-66.2619727
DeKalb;TN;35.9822191;-85.8335959
Suffolk;NY;40.943554;-72.6922183
Alcorn;MS;34.8865689;-88.5811091
Adams;NE;40.5206322;-98.5000441
Johnson;AR;35.5733586;-93.4663223
Coleman;TX;31.9142052;-99.3466223
Teton;ID;43.7609939;-111.2117653
Power;ID;42.694126;-112.844407
Albany;NY;42.5882401;-73.9740095
New London;CT;41.4726517;-72.1086339
Costilla;CO;37.2775474;-105.4289399
Marlboro;SC;34.60167;-79.6794351
Carteret;NC;34.8583428;-76.5358602
Chickasaw;IA;43.0597409;-92.3172101
Hancock;IA;43.0754105;-93.7436965
Dubuque;IA;42.4634808;-90.8787708
Converse;WY;42.9846234;-105.5247521
Huntingdon;PA;40.4223108;-77.9685953
Bedford;PA;39.9986336;-78.4947466
Marshall;MN;48.3627284;-96.357761
Morgan;UT;41.0910273;-111.5778846
Beltrami;MN;47.8795077;-95.00505
Dukes;MA;41.3809696;-70.7014995
Delta;CO;38.8615949;-107.8648924
Lowndes;AL;32.147888;-86.6505859
Trinity;CA;40.6478033;-123.114476
Andrews;TX;32.3122581;-102.6402058
Granville;NC;36.299884;-78.6576338
Flathead;MT;48.3146779;-114.0542951
Northumberland;PA;40.8515244;-76.709877
Union;OR;45.3040809;-117.9991488
Kiowa;OK;34.9214893;-98.9816168
Pawnee;KS;38.1814768;-99.2347717
Wyandotte;KS;39.1153842;-94.7630866
Southeast Fairbanks;AK;63.8649972;-143.2186282
Lucas;OH;41.6823213;-83.4689033
Kanabec;MN;45.9477598;-93.2977883
Benzie;MI;44.6486211;-86.4943263
Lincoln;MN;44.4082382;-96.2720323
Webster;GA;32.0466911;-84.5538279
Sanders;MT;47.7564968;-115.1803062
Wright;IA;42.7330073;-93.7347352
Cass;MN;46.9517447;-94.3337048
Yazoo;MS;32.7656747;-90.3879282
Harney;OR;43.0644492;-118.9871695
Codington;SD;44.9662852;-97.1988375
Bennett;SD;43.1869121;-101.677181
Talbot;MD;38.7483486;-76.1784757
Little River;AR;33.699497;-94.2297741
Roanoke;VA;37.3435877;-79.9439958
Crawford;IN;38.2894327;-86.4408711
Cidra;PR;18.174404;-66.1616217
Lafayette;FL;29.9900661;-83.1785097
Jeff Davis;TX;30.6253574;-104.191873
Cocke;TN;35.916198;-83.1192242
Hancock;TN;36.5213528;-83.2274928
Wirt;WV;39.0200337;-81.3829749
Gentry;MO;40.2081271;-94.4053211
Bertie;NC;36.0590432;-76.9623641
Huron;MI;43.907616;-82.8570449
Trigg;KY;36.8076808;-87.8586515
