,county,lat,long,percent
454,Union GA,34.833333,-83.9892568,0.19306796642296237
455,Upson GA,32.8818367,-84.2922831,0.3515049276391725
456,Walker GA,34.735802,-85.3054565,0.2408659115820241
457,Walton GA,33.7838866,-83.731829,0.21663298947144527
458,Ware GA,31.050881,-82.4215072,0.3266605243320211
459,Warren GA,33.4191691,-82.6880123,0.605304829770388
460,Washington GA,32.9718435,-82.7981123,0.5351952770208901
461,Wayne GA,31.5478449,-81.9123763,0.2527996883825105
462,Webster GA,32.0466911,-84.5538279,0.4903117101937658
463,Wheeler GA,32.105258,-82.7338492,0.3574074074074074
464,White GA,34.643776,-83.7434165,0.15932494279176201
465,Whitfield GA,34.8017261,-84.968541,0.2682690876618544
466,Wilcox GA,31.9627199,-83.4382586,0.3387663790348354
467,Wilkes GA,33.7790312,-82.7479211,0.4383532871245537
468,Wilkinson GA,32.8042663,-83.1755122,0.4901123595505618
469,Worth GA,31.5517733,-83.8499598,0.2954032545432949
470,Hawaii HI,19.5977643,-155.5024434,0.74422416238535
471,Honolulu HI,21.5800225,-158.1234063,0.6886419852936221
472,Kauai HI,22.0120383,-159.7059653,0.73470755163172
473,Maui HI,20.8559308,-156.6015502,0.7410026103220767
474,Ada ID,43.4514767,-116.244376,0.427242918702159
475,Adams ID,44.877004,-116.4616241,0.28009708737864075
476,Bannock ID,42.6929211,-112.2289819,0.374758933635848
477,Benewah ID,47.2184513,-116.6335414,0.2996910401647786
478,Bingham ID,43.2163568,-112.3992058,0.21712208146338693
479,Blaine ID,43.394192,-113.9553713,0.587796743182264
480,Boise ID,43.9872749,-115.7151105,0.30566037735849055
481,Bonner ID,48.316796,-116.6123638,0.3506689684937419
482,Bonneville ID,43.3951708,-111.6218783,0.22916714877467428
483,Boundary ID,48.7731313,-116.5246676,0.2695862676056338
484,Butte ID,43.685101,-113.1776308,0.2006220839813375
485,Camas ID,43.5025515,-114.7721349,0.2750865051903114
486,Canyon ID,43.6257956,-116.709058,0.3005901044030867
487,Caribou ID,42.7860724,-111.5442734,0.12647444298820446
488,Cassia ID,42.282313,-113.6263276,0.1307765602667937
489,Clark ID,44.290218,-112.3546128,0.20121951219512196
490,Clearwater ID,46.67257,-115.6535003,0.2792207792207792
491,Custer ID,44.273351,-114.2522675,0.22534013605442177
492,Elmore ID,43.3946984,-115.471205,0.31408573928258965
493,Franklin ID,42.1736093,-111.8229653,0.05803571428571429
494,Fremont ID,44.2180909,-111.484429,0.13960703205791106
495,Gem ID,44.0614727,-116.3987839,0.26128170894526037
496,Gooding ID,42.9731849,-114.8214203,0.2514654161781946
497,Idaho ID,45.849644,-115.4673371,0.21794053847135383
498,Jefferson ID,43.7969649,-112.3185879,0.11448906071522713
499,Jerome ID,42.6913953,-114.2620858,0.25430324801676396
500,Kootenai ID,47.6759658,-116.6959222,0.31508658153373004
501,Latah ID,46.8189202,-116.7309737,0.49561429679575153
502,Lemhi ID,44.9285059,-113.8870422,0.23357664233576642
503,Lewis ID,46.2363277,-116.42376,0.24535315985130113
504,Lincoln ID,42.9861805,-114.1538989,0.2821901323706378
505,Madison ID,43.788614,-111.6569925,0.057729669719678044
506,Minidoka ID,42.8572114,-113.6398404,0.19934031263444715
507,Oneida ID,42.1838954,-112.5204486,0.1038774533269507
508,Owyhee ID,42.5728508,-116.1896903,0.2236842105263158
509,Payette ID,44.00243,-116.7502379,0.2673337257210124
510,Power ID,42.694126,-112.844407,0.33827075439200827
511,Shoshone ID,47.3476935,-115.8850916,0.4423076923076923
512,Teton ID,43.7609939,-111.2117653,0.4258235684280345
513,Valley ID,44.8559596,-115.6180612,0.42589957308396015
514,Washington ID,44.4482229,-116.7977917,0.25496535796766745
515,Adams IL,39.9860525,-91.1949607,0.31522200803737704
516,Alexander IL,37.1836583,-89.3495158,0.5612682090831191
517,Bond IL,38.885924,-89.4365916,0.4116684841875682
518,Boone IL,42.3189831,-88.8242951,0.46257898432014977
519,Brown IL,39.9620694,-90.7503095,0.3329103214890017
520,Bureau IL,41.4013043,-89.5283772,0.4890866454212014
521,Calhoun IL,39.1642619,-90.6662949,0.4192546583850932
522,Carroll IL,42.0709,-89.9241894,0.49620904413755756
523,Cass IL,39.9692024,-90.2457045,0.42225421637186344
524,Champaign IL,40.1389845,-88.1969749,0.5210760729463112
525,Christian IL,39.5455242,-89.2795927,0.3737160737364805
526,Clark IL,39.3323343,-87.7916832,0.3296437659033079
527,Clay IL,38.7468187,-88.4823254,0.26811103588354773
528,Clinton IL,38.6062953,-89.4262278,0.3401823708206687
529,Coles IL,39.5136797,-88.220782,0.43365483659518683
530,Cook IL,41.8942937,-87.6454546,0.7399777390799449
531,Crawford IL,39.0027865,-87.7606193,0.3319781623881984
532,Cumberland IL,39.273121,-88.2406193,0.30991501416430595
533,Douglas IL,39.766078,-88.2228656,0.30771178928707105
534,Edgar IL,39.679037,-87.7471102,0.32804706484205143
535,Edwards IL,38.4170954,-88.0479408,0.23358116480793062
536,Effingham IL,39.0479445,-88.5928488,0.23240835490278697
537,Fayette IL,39.0011246,-89.0179232,0.31802474640508305
538,Ford IL,40.5965386,-88.2245882,0.2757242757242757
539,Franklin IL,37.9918516,-88.9263215,0.40493468795355586
540,Fulton IL,40.4652401,-90.2022689,0.5423287314404793
541,Gallatin IL,37.7686768,-88.2279642,0.39992226972405753
542,Greene IL,39.3554391,-90.3876823,0.3598363571682675
543,Grundy IL,41.2924096,-88.4010545,0.4448785539446432
544,Hamilton IL,38.0852273,-88.5390093,0.3219994925145902
545,Hancock IL,40.401318,-91.1688008,0.40061464164197125
546,Hardin IL,37.5178517,-88.2661478,0.3184549356223176
547,Henderson IL,40.814471,-90.9412464,0.554372197309417
548,Henry IL,41.3500209,-90.1308378,0.5070306718197517
549,Iroquois IL,40.7488665,-87.833601,0.26697434292866085
550,Jackson IL,37.7860959,-89.3812119,0.5546809928369149
551,Jasper IL,39.0048737,-88.1507629,0.2847511401943288
552,Jefferson IL,38.3007796,-88.92421,0.37310049019607844
553,Jersey IL,39.0801945,-90.361385,0.36820965960437796
554,Johnson IL,37.4607092,-88.8821305,0.2771509167842031
555,Kane IL,41.9395938,-88.4280395,0.497307891346715
556,Kankakee IL,41.1395105,-87.8611165,0.4745215232151882
557,Kendall IL,41.5881403,-88.4306257,0.47512422031927265
558,Knox IL,40.9309446,-90.2137921,0.5778417389810121
559,Lake IL,42.326441,-87.435976,0.5348199782255568
560,Lawrence IL,38.7189542,-87.7302207,0.3357822674903991
561,Lee IL,41.7474465,-89.2993616,0.45336906084569634
562,Livingston IL,40.8943761,-88.5528518,0.3337987898131525
563,Logan IL,40.1292768,-89.3653086,0.3300423131170663
564,Macon IL,39.8602372,-88.9615288,0.46585819750915153
565,Macoupin IL,39.2659138,-89.9263301,0.4504521656354117
566,Madison IL,38.8271195,-89.9002267,0.48110195716606924
567,Marion IL,38.6482361,-88.9203624,0.3948870844963207
568,Marshall IL,41.0311192,-89.3423714,0.41965811965811967
569,Mason IL,40.2369926,-89.9135746,0.4571109693877551
570,Massac IL,37.216119,-88.7056578,0.3220939183987683
571,Menard IL,40.0225693,-89.7941326,0.3414079011542839
572,Mercer IL,41.2056046,-90.7417698,0.528122802906023
573,Monroe IL,38.2779831,-90.1790777,0.3565282239559431
574,Montgomery IL,39.2280681,-89.4781407,0.4168795846039726
575,Morgan IL,39.7176678,-90.2050054,0.41188989784335983
576,Moultrie IL,39.6368956,-88.6257259,0.3539706125144461
577,Ogle IL,42.041884,-89.3201764,0.4071553900800274
578,Peoria IL,40.7859722,-89.7669933,0.5127979492673221
579,Perry IL,38.0843809,-89.3685249,0.39993716619541314
580,Piatt IL,40.0090327,-88.5923546,0.35488687263121627
581,Pike IL,39.6251059,-90.8890344,0.31265440570958003
582,Pope IL,37.4171687,-88.5423737,0.2925292529252925
583,Pulaski IL,37.2156152,-89.1277549,0.46253746253746253
584,Putnam IL,41.1989613,-89.2983474,0.49728867623604467
585,Randolph IL,38.0565149,-89.8212096,0.40015286270150086
586,Richland IL,38.7121872,-88.0854523,0.32436143916506455
587,Saline IL,37.7515083,-88.5450236,0.34524253731343285
588,Sangamon IL,39.7568675,-89.6624251,0.4465359449399239
589,Schuyler IL,40.1569048,-90.6134641,0.44395886889460157
590,Scott IL,39.6370016,-90.4777707,0.3561643835616438
591,Shelby IL,39.3849258,-88.7988615,0.3215007215007215
592,Stark IL,41.0969077,-89.7974111,0.4113448534936138
593,Stephenson IL,42.3497262,-89.6659942,0.4827831868914747
594,Tazewell IL,40.5080743,-89.5162598,0.40030795439654043
595,Union IL,37.4856521,-89.2446391,0.37877324317797634
596,Vermilion IL,40.1867542,-87.7267779,0.42482021508214024
597,Wabash IL,38.4458209,-87.8391674,0.30970003895597975
598,Warren IL,40.8504412,-90.6202228,0.5189272423970229
599,Washington IL,38.3531405,-89.4171873,0.33085752869682644
600,Wayne IL,38.4318573,-88.4324302,0.19713541666666667
601,White IL,38.0873259,-88.1786227,0.30973952434881086
602,Whiteside IL,41.7506733,-89.9110045,0.57819443361659
603,Will IL,41.4484742,-87.9784564,0.5199558739234355
604,Williamson IL,37.7303533,-88.9300182,0.365336444429194
605,Winnebago IL,42.3373957,-89.1612053,0.5188260606468097
606,Woodford IL,40.789787,-89.2105871,0.2952209388576878
607,Adams IN,40.7457327,-84.9361303,0.29252171239720237
608,Allen IN,41.0919086,-85.0717907,0.40857770911738883
609,Bartholomew IN,39.205843,-85.8979988,0.3623064857123372
610,Benton IN,40.6009394,-87.3147862,0.32392397987702626
611,Blackford IN,40.4726717,-85.3237297,0.4062829432848408
612,Boone IN,40.0508916,-86.4690137,0.30024876518729493
613,Brown IN,39.1951133,-86.2301205,0.40241977906365073
614,Carroll IN,40.5849801,-86.5651412,0.3373879641485275
615,Cass IN,40.7537986,-86.3551685,0.37928112421439164
616,Clark IN,38.4762174,-85.7111221,0.4413311839816739
617,Clay IN,39.3939279,-87.1158582,0.32084569732937684
618,Clinton IN,40.305944,-86.4775665,0.3347161792977841
619,Crawford IN,38.2894327,-86.4408711,0.44466230936819173
620,Daviess IN,38.6960898,-87.076943,0.2377560975609756
621,Dearborn IN,39.14832,-84.9734976,0.29200214707461086
622,Decatur IN,39.3059799,-85.499831,0.2853123787349631
623,Delaware IN,40.2275433,-85.3992617,0.5037804661092332
624,Dubois IN,38.3733441,-86.8733845,0.3517419911552152
625,Elkhart IN,41.6006928,-85.8639864,0.35959146377409656
626,Fayette IN,39.6396552,-85.1850315,0.4022858436120855
627,Floyd IN,38.3180811,-85.9118469,0.41954397394136805
628,Fountain IN,40.1212366,-87.2348725,0.3145830403600056
629,Franklin IN,39.409762,-85.0669641,0.27547348484848483
630,Fulton IN,41.0503837,-86.265006,0.3225449175486094
631,Gibson IN,38.3173981,-87.5805231,0.33475986685687115
632,Grant IN,40.5157575,-85.6549455,0.37923670160174017
633,Greene IN,39.0471466,-87.0047712,0.33178247273281974
634,Hamilton IN,40.053507,-86.0217126,0.31999883094773607
635,Hancock IN,39.8225286,-85.7731503,0.2837438723624517
636,Harrison IN,38.1864535,-86.1037661,0.3738894233489899
637,Hendricks IN,39.7689632,-86.5099075,0.316787707820659
638,Henry IN,39.9295911,-85.3973629,0.4005366443941706
639,Howard IN,40.4835368,-86.1141178,0.41705704050702674
640,Huntington IN,40.8263938,-85.4785975,0.29153187440532824
641,Jackson IN,38.9119571,-86.0425161,0.3493298228817616
642,Jasper IN,41.0176883,-87.1188137,0.36228287841191065
643,Jay IN,40.434956,-85.0023313,0.3876724465257562
644,Jefferson IN,38.7836039,-85.44009,0.43638579917720555
645,Jennings IN,38.9962289,-85.628103,0.37278048780487805
646,Johnson IN,39.496092,-86.0942641,0.2977710302946657
647,Knox IN,38.688391,-87.4203544,0.34519643446682075
648,Kosciusko IN,41.2442928,-85.8615754,0.22827677977378577
649,Lake IN,41.472247,-87.3743368,0.6487822044231207
650,Lawrence IN,38.8398148,-86.4878198,0.32426214790708113
651,Madison IN,40.166203,-85.7224543,0.46604926484628606
652,Marion IN,39.7829759,-86.1357939,0.6025921355732029
653,Marshall IN,41.3250032,-86.2690363,0.34545454545454546
654,Martin IN,38.705322,-86.8018468,0.28484081804764916
655,Miami IN,40.7728833,-86.0442575,0.3303340896643455
656,Monroe IN,39.1607286,-86.52331,0.5843105045174143
657,Montgomery IN,40.0402962,-86.8927145,0.29577562326869805
658,Morgan IN,39.4826458,-86.4474573,0.2819288190759216
659,Newton IN,40.9623985,-87.4021716,0.3912274495932083
660,Noble IN,41.4046794,-85.4172708,0.3219034720512189
661,Ohio IN,38.940527,-84.9642994,0.3526073075558709
662,Orange IN,38.5473812,-86.489257,0.37795781893004116
663,Owen IN,39.3173394,-86.8388453,0.3479600640946629
664,Parke IN,39.7742496,-87.1969502,0.32386799693016116
665,Perry IN,38.0814361,-86.6265397,0.548063492063492
666,Pike IN,38.3979613,-87.2325472,0.35858926763415455
667,Porter IN,41.5099144,-87.0713128,0.5100288886759129
668,Posey IN,38.0276138,-87.8686526,0.3707672174055292
669,Pulaski IN,41.0452718,-86.6925383,0.3517318021855899
670,Putnam IN,39.6655479,-86.8533729,0.325909320992118
671,Randolph IN,40.1640793,-85.0057896,0.36990872509569145
672,Ripley IN,39.1002257,-85.2604937,0.29509241555130655
673,Rush IN,39.6223785,-85.4664463,0.316111585539425
674,Scott IN,38.6794309,-85.7518981,0.45848623853211007
675,Shelby IN,39.5241345,-85.7921742,0.31974940334128876
676,Spencer IN,38.0096966,-87.0103746,0.41385690789473684
677,Starke IN,41.2844785,-86.6446359,0.4351153758281928
678,Steuben IN,41.643467,-85.0024051,0.3543629061701351
679,Sullivan IN,39.0892251,-87.4158429,0.38492159227985523
680,Switzerland IN,38.8258545,-85.029681,0.4230203120400353
681,Tippecanoe IN,40.3891334,-86.8935538,0.46947061304836896
682,Tipton IN,40.3102294,-86.0562066,0.3302104548540394
683,Union IN,39.6231109,-84.9251523,0.32838709677419353
684,Vanderburgh IN,38.0200703,-87.5861659,0.4381663996464284
685,Vermillion IN,39.8540452,-87.4620713,0.45266676796839384
686,Vigo IN,39.4291426,-87.3903754,0.49432003410487246
687,Wabash IN,40.8437475,-85.7951915,0.30860649370824916
688,Warren IN,40.3526584,-87.3758466,0.34842105263157896
689,Warrick IN,38.0977282,-87.2720486,0.35700365408038975
690,Washington IN,38.6006126,-86.1047512,0.36406817546800785
691,Wayne IN,39.8630908,-85.0067351,0.41570828590493386
692,Wells IN,40.7352727,-85.2129742,0.2656358716660224
693,White IN,40.7509496,-86.8642934,0.3672624457235181
694,Whitley IN,41.1364261,-85.5018918,0.2944507361268403
695,Adair IA,41.3285283,-94.4781643,0.44794794794794796
696,Adams IA,41.0216555,-94.6969059,0.47048054919908466
697,Allamakee IA,43.2749637,-91.382751,0.5124026535910009
698,Appanoose IA,40.7442964,-92.873061,0.47253803042433945
699,Audubon IA,41.679178,-94.9043119,0.4660109921897599
700,Benton IA,42.0925474,-92.05763,0.4893389431648007
701,Boone IA,42.038642,-93.938358,0.5221017514595496
702,Bremer IA,42.7808946,-92.3273559,0.5067435935860932
703,Buchanan IA,42.4703284,-91.8386658,0.5610821072615092
704,Butler IA,42.734757,-92.780153,0.4412193505632869
705,Calhoun IA,42.3861699,-94.6436829,0.42791586998087955
706,Carroll IA,42.039492,-94.8676471,0.4634626194491287
707,Cass IA,41.3338235,-94.9333023,0.39666897987508676
708,Cedar IA,41.77236,-91.1326105,0.5152865581925589
709,Cherokee IA,42.7427375,-95.6332616,0.4106001558846454
710,Chickasaw IA,43.0597409,-92.3172101,0.5481184454040715
711,Clarke IA,41.0291908,-93.7840961,0.49413092550790066
712,Clay IA,43.0812244,-95.1498753,0.398141613737944
713,Clayton IA,42.8409849,-91.3235764,0.525935653315824
714,Clinton IA,41.8980732,-90.5342431,0.60564
715,Crawford IA,42.0431192,-95.3890903,0.4540876777251185
716,Dallas IA,41.6853205,-94.0407065,0.43488298877111975
717,Davis IA,40.7480892,-92.4103453,0.4028624436787702
718,Decatur IA,40.7363787,-93.7845799,0.46725802243673364
719,Delaware IA,42.4729373,-91.3667667,0.49221582426956706
720,Dickinson IA,43.3896107,-95.1960572,0.40309085539915346
721,Dubuque IA,42.4634808,-90.8787708,0.565253271505482
722,Emmet IA,43.3779844,-94.6693702,0.44783443567313846
723,Fayette IA,42.8641219,-91.8403761,0.5529616052479259
724,Floyd IA,43.052741,-92.7873669,0.5667918130071454
725,Franklin IA,42.7365451,-93.2714152,0.43694562283069804
726,Fremont IA,40.7425902,-95.5991816,0.4462922573609597
727,Greene IA,42.042494,-94.3887028,0.49009492364836976
728,Grundy IA,42.4033387,-92.7902437,0.3784831944843436
729,Guthrie IA,41.6835728,-94.5012723,0.43631114130434784
730,Hamilton IA,42.3907681,-93.709198,0.4771035700769522
731,Hancock IA,43.0754105,-93.7436965,0.42548523206751054
732,Hardin IA,42.3902079,-93.241669,0.4579680827152169
733,Harrison IA,41.6885844,-95.8271491,0.42829827915869984
734,Henry IA,40.9848025,-91.5472594,0.4599360626998041
735,Howard IA,43.3653125,-92.3219084,0.5959095801937567
736,Humboldt IA,42.7822212,-94.2027754,0.38231872818922064
737,Ida IA,42.3918601,-95.5074206,0.36063336063336066
738,Iowa IA,41.6839184,-92.0591226,0.46740356417775775
739,Jackson IA,42.1642256,-90.5745819,0.5767428236672525
740,Jasper IA,41.6855513,-93.0541468,0.5255956956187549
741,Jefferson IA,41.0058877,-91.9666345,0.5624853458382181
742,Johnson IA,41.670668,-91.5905285,0.6668597075430722
743,Jones IA,42.1251175,-91.1169141,0.5296200593358216
744,Keokuk IA,41.3311823,-92.1677213,0.43733383972654766
745,Kossuth IA,43.2124777,-94.213983,0.43146923680376553
746,Lee IA,40.6475875,-91.4771574,0.5665485696155677
747,Linn IA,42.0779506,-91.5976735,0.5789722505972833
748,Louisa IA,41.2182111,-91.2569936,0.49355877616747185
749,Lucas IA,41.033344,-93.3314666,0.45963451306962755
750,Lyon IA,43.3835796,-96.2072011,0.21862037179290214
751,Madison IA,41.3306216,-94.0151842,0.4291794750532041
752,Mahaska IA,41.3307969,-92.6363663,0.38711752274189104
753,Marion IA,41.3314552,-93.093849,0.42443602646011197
754,Marshall IA,42.041691,-92.9814523,0.538029794376836
755,Mills IA,41.0337028,-95.619101,0.3948973932334997
756,Mitchell IA,43.3485643,-92.7844663,0.5068027210884354
757,Monona IA,42.0494317,-95.9565661,0.44306199915647404
758,Monroe IA,41.0288473,-92.8696415,0.45195822454308093
759,Montgomery IA,41.0217348,-95.1577896,0.3824875621890547
760,Muscatine IA,41.483776,-91.1186992,0.5699974830103196
761,Osceola IA,43.3785421,-95.6337878,0.2855353788353162
762,Page IA,40.7390902,-95.1442898,0.36911993219381267
763,Plymouth IA,42.7375854,-96.2158638,0.32154440154440156
764,Pocahontas IA,42.7340333,-94.6782789,0.3777281746031746
765,Polk IA,41.6848158,-93.568971,0.561271747013745
766,Pottawattamie IA,41.3401835,-95.5449053,0.4643861847237654
767,Poweshiek IA,41.6845262,-92.5228819,0.5370426065162908
768,Ringgold IA,40.7353342,-94.2442514,0.4563293574451712
769,Sac IA,42.3875259,-95.1052244,0.40105840105840107
770,Scott IA,41.6420791,-90.6222889,0.5611601652947498
771,Shelby IA,41.6790143,-95.3089173,0.38084220268394264
772,Sioux IA,43.082646,-96.1780098,0.1559972267159695
773,Story IA,42.0375379,-93.4660934,0.5555037115588547
774,Tama IA,42.074848,-92.5294115,0.5287789730509038
775,Taylor IA,40.7379489,-94.6971082,0.4213689482470785
776,Union IA,41.0285502,-94.2450907,0.5108275977841196
777,Wapello IA,41.0312751,-92.4094658,0.5493341788205454
778,Warren IA,41.3324459,-93.5687512,0.4813976679963179
779,Washington IA,41.3294012,-91.7250523,0.4648309705561614
780,Wayne IA,40.7399827,-93.3326126,0.43137931034482757
781,Webster IA,42.4335786,-94.1758309,0.5213754646840149
782,Winnebago IA,43.3781243,-93.7434883,0.490537343697195
783,Winneshiek IA,43.2929889,-91.850788,0.5644171779141104
784,Woodbury IA,42.3932198,-96.0532956,0.4953908349807859
785,Worth IA,43.373491,-93.2485332,0.5632790028763183
786,Wright IA,42.7330073,-93.7347352,0.45173622172666456
787,Allen KS,37.8842285,-95.3009448,0.3519774011299435
788,Anderson KS,38.2151139,-95.2920464,0.28476621417797887
789,Atchison KS,39.5325441,-95.3133975,0.38462691039856156
790,Barber KS,37.2229059,-98.685052,0.20829732065687123
791,Barton KS,38.4812394,-98.7678374,0.22212551977565032
792,Bourbon KS,37.8560997,-94.8509284,0.31915574032619126
793,Brown KS,39.8259308,-95.5699047,0.26947157525669924
794,Butler KS,37.7736487,-96.8388402,0.27916427065363236
795,Chase KS,38.2994749,-96.5940289,0.2816679779701023
796,Chautauqua KS,37.1542592,-96.2453962,0.17177914110429449
797,Cherokee KS,37.1693922,-94.8456975,0.34185042585462605
798,Cheyenne KS,39.7899166,-101.7273254,0.16339410939691446
799,Clark KS,37.2338311,-99.8138686,0.1710914454277286
800,Clay KS,39.3449643,-97.1688527,0.22626153011394465
801,Cloud KS,39.4873286,-97.6413898,0.24001971414489898
802,Coffey KS,38.2364502,-95.7291373,0.22990271377368152
803,Comanche KS,37.1814417,-99.2512929,0.1540948275862069
804,Cowley KS,37.2345068,-96.8372468,0.3398111723052714
805,Crawford KS,37.5058215,-94.8538967,0.4567413850786216
806,Decatur KS,39.783542,-100.4597084,0.17362924281984335
807,Dickinson KS,38.8677353,-97.1579434,0.2511812981845312
808,Doniphan KS,39.7885021,-95.1472253,0.26506024096385544
809,Douglas KS,38.8964168,-95.2909475,0.6078928237615536
810,Edwards KS,37.8835945,-99.3047457,0.21516245487364621
811,Elk KS,37.4560259,-96.2446421,0.20525931336742148
812,Ellis KS,38.9145967,-99.3173133,0.2609697797507256
813,Ellsworth KS,38.7008451,-98.2053552,0.2588495575221239
814,Finney KS,38.0498075,-100.7399674,0.2952443857331572
815,Ford KS,37.6884159,-99.8847484,0.31093039942597467
816,Franklin KS,38.5580187,-95.2789618,0.3361237488626024
817,Geary KS,39.0021387,-96.7680996,0.4247291268323773
818,Gove KS,38.9172385,-100.4873598,0.1272595806218366
819,Graham KS,39.3549716,-99.8798939,0.191044776119403
820,Grant KS,37.547537,-101.2993622,0.19774501300954034
821,Gray KS,37.7445134,-100.4517163,0.16547497446373852
822,Greeley KS,38.4804041,-101.8059697,0.16865671641791044
823,Greenwood KS,37.8793472,-96.2417321,0.2251530852567122
824,Hamilton KS,37.9952438,-101.7936887,0.18586088939566706
825,Harper KS,37.188184,-98.0665901,0.23022185014650481
826,Harvey KS,38.0501436,-97.4367065,0.37589198265006296
827,Haskell KS,37.554979,-100.8799515,0.15401146131805157
828,Hodgeman KS,38.0874927,-99.8984067,0.16886792452830188
829,Jackson KS,39.4111453,-95.794485,0.3418449919079302
830,Jefferson KS,39.239644,-95.375314,0.3715212779233745
831,Jewell KS,39.7770021,-98.2226184,0.15297261189044756
832,Johnson KS,38.8839065,-94.8223295,0.40284292821606255
833,Kearny KS,37.9944614,-101.3081363,0.19336219336219337
834,Kingman KS,37.5529509,-98.1445285,0.22686474775611265
835,Kiowa KS,37.5612311,-99.2865389,0.14248251748251747
836,Labette KS,37.1914676,-95.2974732,0.3878312803284808
837,Lane KS,38.4812863,-100.4661853,0.1853448275862069
838,Leavenworth KS,39.1895108,-95.038977,0.3904761904761905
839,Lincoln KS,39.0472801,-98.2142837,0.19487525286581253
840,Linn KS,38.2165494,-94.8449321,0.2619207521826729
841,Logan KS,38.9132702,-101.1574016,0.14592592592592593
842,Lyon KS,38.4554034,-96.1616407,0.4304
843,Marion KS,38.3596474,-97.1027707,0.25605472360880016
844,Marshall KS,39.7827091,-96.5212426,0.30777288916823803
845,Meade KS,37.2438862,-100.3600936,0.15096547688706846
846,Miami KS,38.5667718,-94.8329626,0.31717824448034465
847,Mitchell KS,39.3930256,-98.2073621,0.196964586846543
848,Montgomery KS,37.1895369,-95.7424028,0.2819521623580575
849,Morris KS,38.688204,-96.6514482,0.28024980483996875
850,Morton KS,37.1852495,-101.8095163,0.14788732394366197
851,Nemaha KS,39.7910427,-96.0053805,0.19896538002387584
852,Neosho KS,37.5642832,-95.3156822,0.31635802469135804
853,Ness KS,38.4804369,-99.9087452,0.15096952908587258
854,Norton KS,39.7838666,-99.8992352,0.17118279569892472
855,Osage KS,38.6502149,-95.7082554,0.32841007819287577
856,Osborne KS,39.3482608,-98.7679416,0.176278563656148
857,Ottawa KS,39.1379632,-97.6548025,0.1902488919195363
858,Pawnee KS,38.1814768,-99.2347717,0.2753067484662577
859,Phillips KS,39.7845058,-99.3421498,0.14892787524366471
860,Pottawatomie KS,39.3821868,-96.3371126,0.24633400147694903
861,Pratt KS,37.6475943,-98.7401199,0.2578268876611418
862,Rawlins KS,39.7861975,-101.0767378,0.13157894736842105
863,Reno KS,37.9481849,-98.0783463,0.3310539677340103
864,Republic KS,39.8289061,-97.650883,0.17758749069247953
865,Rice KS,38.3471776,-98.2014154,0.24748709589785384
866,Riley KS,39.2912114,-96.7274889,0.42543007440405667
867,Rooks KS,39.3460064,-99.3244921,0.1467479674796748
868,Rush KS,38.5235962,-99.3091835,0.2337579617834395
869,Russell KS,38.9160397,-98.7709489,0.1853125
870,Saline KS,38.7918043,-97.6514783,0.3275027912169706
871,Scott KS,38.4818768,-100.9063604,0.13499025341130605
872,Sedgwick KS,37.681045,-97.4610535,0.39354274310396675
873,Seward KS,37.1809599,-100.8552566,0.28786707882534773
874,Shawnee KS,39.0418053,-95.755664,0.48328279395618756
875,Sheridan KS,39.3505465,-100.4412278,0.12518628912071536
876,Sherman KS,39.3513521,-101.719859,0.21997712542889822
877,Smith KS,39.7846603,-98.7854295,0.17696490360850223
878,Stafford KS,38.0356303,-98.7198888,0.21968461120174007
879,Stanton KS,37.5659319,-101.7893829,0.18840579710144928
880,Stevens KS,37.2017002,-101.3172684,0.12389380530973451
881,Sumner KS,37.2366617,-97.4933519,0.29077781424351823
882,Thomas KS,39.3577126,-101.0833859,0.17213586643638457
883,Trego KS,38.9213022,-99.865423,0.18429385687143762
884,Wabaunsee KS,38.9551537,-96.2012619,0.2809917355371901
885,Wallace KS,38.9266259,-101.7711031,0.08521303258145363
886,Washington KS,39.7767142,-97.0956108,0.18137763932156456
887,Wichita KS,38.4819222,-101.3474341,0.1590678824721378
888,Wilson KS,37.5585146,-95.7451749,0.2200699488835082
889,Woodson KS,37.8881929,-95.7584691,0.2626123013130615
890,Wyandotte KS,39.1153842,-94.7630866,0.6760613346998305
891,Adair KY,37.1055589,-85.2813796,0.21842105263157896
892,Allen KY,36.7507703,-86.192458,0.25464788732394367
893,Anderson KY,38.0053963,-84.9864171,0.32122093023255816
894,Ballard KY,37.0513234,-89.0103673,0.30526315789473685
895,Barren KY,36.9628048,-85.9321078,0.32592950265572185
896,Bath KY,38.1522485,-83.7376405,0.4294032023289665
897,Bell KY,36.7289281,-83.680718,0.23454967306475427
898,Boone KY,38.9589002,-84.7363707,0.2976328769210261
899,Bourbon KY,38.2025623,-84.2098602,0.38811056418023476
900,Boyd KY,38.3600037,-82.6814063,0.40821040474565595
901,Boyle KY,37.6181043,-84.8683523,0.36135132950779925
902,Bracken KY,38.6803649,-84.1152351,0.35488861386138615
903,Breathitt KY,37.5178069,-83.3171582,0.31190095846645366
904,Breckinridge KY,37.777988,-86.4329188,0.35449868239427784
905,Bullitt KY,37.9699446,-85.7026357,0.31376065955505206
906,Butler KY,37.2070133,-86.6824707,0.2555335968379447
907,Caldwell KY,37.1486421,-87.8705095,0.31604095563139933
908,Calloway KY,36.6209783,-88.2740857,0.35277335456475584
909,Campbell KY,38.9469811,-84.3795832,0.37533912437464223
910,Carlisle KY,36.85718,-88.976614,0.286368843069874
